category,product_name,product_hier_1,product_hier_2,product_hier_3,product_hier_4,year,period_type,period,units,value
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,Singapore,Term,2020,month,4,bbl,1.1
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,Singapore,Spot,2020,month,4,bbl,1.1
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,Singapore,Prompt,2020,month,4,bbl,1.6
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,North Asia,Term,2020,month,4,bbl,1.6
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,North Asia,Spot,2020,month,4,bbl,1.6
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,North Asia,Prompt,2020,month,4,bbl,2.1
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,India,Term,2020,month,4,bbl,1.4
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,India,Spot,2020,month,4,bbl,1.4
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,India,Prompt,2020,month,4,bbl,1.9
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,Singapore,Term,2020,month,4,bbl,2.9
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,Singapore,Spot,2020,month,4,bbl,2.9
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,Singapore,Prompt,2020,month,4,bbl,3.4
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,North Asia,Term,2020,month,4,bbl,7.75
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,North Asia,Spot,2020,month,4,bbl,7.75
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,North Asia,Prompt,2020,month,4,bbl,8.25
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,India,Term,2020,month,4,bbl,
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,India,Spot,2020,month,4,bbl,
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,India,Prompt,2020,month,4,bbl,
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,Singapore,Term,2020,month,4,bbl,9.0
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,Singapore,Spot,2020,month,4,bbl,7.75
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,Singapore,Prompt,2020,month,4,bbl,8.25
Physical,CRUDE,Physical Premiums,Regional vs Dated Brent,,,2020,month,5,bbl,5.8
Physical,CRUDE,Physical Premiums,US vs Dated Brent,,,2020,month,5,bbl,3.0
Physical,CRUDE,Physical Premiums,WAF vs Dated Brent,,,2020,month,5,bbl,0.8
Physical,HEAVY DISTILLATES,Physical Premiums,FCCU Feed Premium vs Dated Brent,,,2020,month,5,bbl,13.0
Physical,HEAVY DISTILLATES,Physical Premiums,Clarified Oil Premium vs MOPS HSFO180,,,2020,month,5,mt,0.0
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,North Asia,Term,2020,month,5,bbl,0.25
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,North Asia,Spot,2020,month,5,bbl,0.1
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,North Asia,Prompt,2020,month,5,bbl,0.5
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,India,Term,2020,month,5,bbl,-0.65
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,India,Spot,2020,month,5,bbl,-0.4
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,India,Prompt,2020,month,5,bbl,-0.8500000000000001
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,Singapore,Term,2020,month,5,bbl,-0.2
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,Singapore,Spot,2020,month,5,bbl,0.2
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,Singapore,Prompt,2020,month,5,bbl,0.6000000000000001
Physical,MIDDLE DISTILLATES,Physical Premiums,Jet Premiums vs MOPS Jet,North Asia,Term,2020,month,5,bbl,-0.4
Physical,MIDDLE DISTILLATES,Physical Premiums,Jet Premiums vs MOPS Jet,North Asia,Spot,2020,month,5,bbl,0.2
Physical,MIDDLE DISTILLATES,Physical Premiums,Jet Premiums vs MOPS Jet,North Asia,Prompt,2020,month,5,bbl,0.7
Physical,MIDDLE DISTILLATES,Physical Premiums,Jet Premiums vs MOPS Jet,India,Term,2020,month,5,bbl,-0.9
Physical,MIDDLE DISTILLATES,Physical Premiums,Jet Premiums vs MOPS Jet,India,Spot,2020,month,5,bbl,-0.9
Physical,MIDDLE DISTILLATES,Physical Premiums,Jet Premiums vs MOPS Jet,India,Prompt,2020,month,5,bbl,-0.5
Physical,MIDDLE DISTILLATES,Physical Premiums,Jet Premiums vs MOPS Jet,Singapore,Term,2020,month,5,bbl,-0.25
Physical,MIDDLE DISTILLATES,Physical Premiums,Jet Premiums vs MOPS Jet,Singapore,Spot,2020,month,5,bbl,-0.2
Physical,MIDDLE DISTILLATES,Physical Premiums,Jet Premiums vs MOPS Jet,Singapore,Prompt,2020,month,5,bbl,-0.29999999999999993
Physical,MIDDLE DISTILLATES,Physical Premiums,DHTU Feed Premiums vs MOPS 10ppm,North Asia,Term,2020,month,5,bbl,-1.5
Physical,MIDDLE DISTILLATES,Physical Premiums,DHTU Feed Premiums vs MOPS 10ppm,North Asia,Spot,2020,month,5,bbl,-1.5
Physical,MIDDLE DISTILLATES,Physical Premiums,DHTU Feed Premiums vs MOPS 10ppm,North Asia,Prompt,2020,month,5,bbl,-1.1
Physical,MIDDLE DISTILLATES,Physical Premiums,DHTU Feed Premiums vs MOPS 10ppm,India,Term,2020,month,5,bbl,
Physical,MIDDLE DISTILLATES,Physical Premiums,DHTU Feed Premiums vs MOPS 10ppm,India,Spot,2020,month,5,bbl,
Physical,MIDDLE DISTILLATES,Physical Premiums,DHTU Feed Premiums vs MOPS 10ppm,India,Prompt,2020,month,5,bbl,
Physical,MIDDLE DISTILLATES,Physical Premiums,DHTU Feed Premiums vs MOPS 10ppm,Singapore,Term,2020,month,5,bbl,
Physical,MIDDLE DISTILLATES,Physical Premiums,DHTU Feed Premiums vs MOPS 10ppm,Singapore,Spot,2020,month,5,bbl,
Physical,MIDDLE DISTILLATES,Physical Premiums,DHTU Feed Premiums vs MOPS 10ppm,Singapore,Prompt,2020,month,5,bbl,
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,North Asia,Term,2020,month,5,bbl,0.65
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,North Asia,Spot,2020,month,5,bbl,0.65
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,North Asia,Prompt,2020,month,5,bbl,1.15
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,India,Term,2020,month,5,bbl,-0.35
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,India,Spot,2020,month,5,bbl,-0.35
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,India,Prompt,2020,month,5,bbl,0.15000000000000002
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,Singapore,Term,2020,month,5,bbl,1.1
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,Singapore,Spot,2020,month,5,bbl,1.1
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,Singapore,Prompt,2020,month,5,bbl,1.6
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,North Asia,Term,2020,month,5,bbl,1.6
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,North Asia,Spot,2020,month,5,bbl,1.6
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,North Asia,Prompt,2020,month,5,bbl,2.1
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,India,Term,2020,month,5,bbl,1.4
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,India,Spot,2020,month,5,bbl,1.4
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,India,Prompt,2020,month,5,bbl,1.9
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,Singapore,Term,2020,month,5,bbl,2.9
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,Singapore,Spot,2020,month,5,bbl,2.9
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,Singapore,Prompt,2020,month,5,bbl,3.4
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,North Asia,Term,2020,month,5,bbl,7.75
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,North Asia,Spot,2020,month,5,bbl,7.75
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,North Asia,Prompt,2020,month,5,bbl,8.25
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,India,Term,2020,month,5,bbl,
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,India,Spot,2020,month,5,bbl,
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,India,Prompt,2020,month,5,bbl,
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,Singapore,Term,2020,month,5,bbl,9.0
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,Singapore,Spot,2020,month,5,bbl,7.75
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,Singapore,Prompt,2020,month,5,bbl,8.25
Physical,CRUDE,Physical Premiums,Regional vs Dated Brent,,,2020,month,6,bbl,5.8
Physical,CRUDE,Physical Premiums,US vs Dated Brent,,,2020,month,6,bbl,3.0
Physical,CRUDE,Physical Premiums,WAF vs Dated Brent,,,2020,month,6,bbl,0.8
Physical,HEAVY DISTILLATES,Physical Premiums,FCCU Feed Premium vs Dated Brent,,,2020,month,6,bbl,13.0
Physical,HEAVY DISTILLATES,Physical Premiums,Clarified Oil Premium vs MOPS HSFO180,,,2020,month,6,mt,0.0
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,North Asia,Term,2020,month,6,bbl,0.25
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,North Asia,Spot,2020,month,6,bbl,0.1
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,North Asia,Prompt,2020,month,6,bbl,0.5
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,India,Term,2020,month,6,bbl,-0.65
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,India,Spot,2020,month,6,bbl,-0.4
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,India,Prompt,2020,month,6,bbl,-0.8500000000000001
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,Singapore,Term,2020,month,6,bbl,-0.2
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,Singapore,Spot,2020,month,6,bbl,0.2
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,Singapore,Prompt,2020,month,6,bbl,0.6000000000000001
Physical,MIDDLE DISTILLATES,Physical Premiums,Jet Premiums vs MOPS Jet,North Asia,Term,2020,month,6,bbl,-0.4
Physical,MIDDLE DISTILLATES,Physical Premiums,Jet Premiums vs MOPS Jet,North Asia,Spot,2020,month,6,bbl,0.2
Physical,MIDDLE DISTILLATES,Physical Premiums,Jet Premiums vs MOPS Jet,North Asia,Prompt,2020,month,6,bbl,0.7
Physical,MIDDLE DISTILLATES,Physical Premiums,Jet Premiums vs MOPS Jet,India,Term,2020,month,6,bbl,-0.9
Physical,MIDDLE DISTILLATES,Physical Premiums,Jet Premiums vs MOPS Jet,India,Spot,2020,month,6,bbl,-0.9
Physical,MIDDLE DISTILLATES,Physical Premiums,Jet Premiums vs MOPS Jet,India,Prompt,2020,month,6,bbl,-0.5
Physical,MIDDLE DISTILLATES,Physical Premiums,Jet Premiums vs MOPS Jet,Singapore,Term,2020,month,6,bbl,-0.25
Physical,MIDDLE DISTILLATES,Physical Premiums,Jet Premiums vs MOPS Jet,Singapore,Spot,2020,month,6,bbl,-0.2
Physical,MIDDLE DISTILLATES,Physical Premiums,Jet Premiums vs MOPS Jet,Singapore,Prompt,2020,month,6,bbl,-0.29999999999999993
Physical,MIDDLE DISTILLATES,Physical Premiums,DHTU Feed Premiums vs MOPS 10ppm,North Asia,Term,2020,month,6,bbl,-1.5
Physical,MIDDLE DISTILLATES,Physical Premiums,DHTU Feed Premiums vs MOPS 10ppm,North Asia,Spot,2020,month,6,bbl,-1.5
Physical,MIDDLE DISTILLATES,Physical Premiums,DHTU Feed Premiums vs MOPS 10ppm,North Asia,Prompt,2020,month,6,bbl,-1.1
Physical,MIDDLE DISTILLATES,Physical Premiums,DHTU Feed Premiums vs MOPS 10ppm,India,Term,2020,month,6,bbl,
Physical,MIDDLE DISTILLATES,Physical Premiums,DHTU Feed Premiums vs MOPS 10ppm,India,Spot,2020,month,6,bbl,
Physical,MIDDLE DISTILLATES,Physical Premiums,DHTU Feed Premiums vs MOPS 10ppm,India,Prompt,2020,month,6,bbl,
Physical,MIDDLE DISTILLATES,Physical Premiums,DHTU Feed Premiums vs MOPS 10ppm,Singapore,Term,2020,month,6,bbl,
Physical,MIDDLE DISTILLATES,Physical Premiums,DHTU Feed Premiums vs MOPS 10ppm,Singapore,Spot,2020,month,6,bbl,
Physical,MIDDLE DISTILLATES,Physical Premiums,DHTU Feed Premiums vs MOPS 10ppm,Singapore,Prompt,2020,month,6,bbl,
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,North Asia,Term,2020,month,6,bbl,0.65
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,North Asia,Spot,2020,month,6,bbl,0.65
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,North Asia,Prompt,2020,month,6,bbl,1.15
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,India,Term,2020,month,6,bbl,-0.35
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,India,Spot,2020,month,6,bbl,-0.35
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,India,Prompt,2020,month,6,bbl,0.15000000000000002
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,Singapore,Term,2020,month,6,bbl,1.1
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,Singapore,Spot,2020,month,6,bbl,1.1
Physical,LIGHT DISTILLATES,Physical Premiums,ULP Premiums vs MOPS 92,Singapore,Prompt,2020,month,6,bbl,1.6
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,North Asia,Term,2020,month,6,bbl,1.6
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,North Asia,Spot,2020,month,6,bbl,1.6
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,North Asia,Prompt,2020,month,6,bbl,2.1
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,India,Term,2020,month,6,bbl,1.4
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,India,Spot,2020,month,6,bbl,1.4
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,India,Prompt,2020,month,6,bbl,1.9
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,Singapore,Term,2020,month,6,bbl,2.9
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,Singapore,Spot,2020,month,6,bbl,2.9
Physical,LIGHT DISTILLATES,Physical Premiums,PULP Premiums vs MOPS 95,Singapore,Prompt,2020,month,6,bbl,3.4
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,North Asia,Term,2020,month,6,bbl,7.75
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,North Asia,Spot,2020,month,6,bbl,7.75
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,North Asia,Prompt,2020,month,6,bbl,8.25
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,India,Term,2020,month,6,bbl,
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,India,Spot,2020,month,6,bbl,
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,India,Prompt,2020,month,6,bbl,
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,Singapore,Term,2020,month,6,bbl,9.0
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,Singapore,Spot,2020,month,6,bbl,7.75
Physical,LIGHT DISTILLATES,Physical Premiums,SPULP Premiums vs MOPS 97,Singapore,Prompt,2020,month,6,bbl,8.25
Physical,CRUDE,Physical Premiums,Regional vs Dated Brent,,,2020,month,7,bbl,5.8
Physical,CRUDE,Physical Premiums,US vs Dated Brent,,,2020,month,7,bbl,3.0
Physical,CRUDE,Physical Premiums,WAF vs Dated Brent,,,2020,month,7,bbl,0.8
Physical,HEAVY DISTILLATES,Physical Premiums,FCCU Feed Premium vs Dated Brent,,,2020,month,7,bbl,13.0
Physical,HEAVY DISTILLATES,Physical Premiums,Clarified Oil Premium vs MOPS HSFO180,,,2020,month,7,mt,0.0
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,North Asia,Term,2020,month,7,bbl,0.25
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,North Asia,Spot,2020,month,7,bbl,0.1
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,North Asia,Prompt,2020,month,7,bbl,0.5
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,India,Term,2020,month,7,bbl,-0.65
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,India,Spot,2020,month,7,bbl,-0.4
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,India,Prompt,2020,month,7,bbl,-0.8500000000000001
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,Singapore,Term,2020,month,7,bbl,-0.2
Physical,MIDDLE DISTILLATES,Physical Premiums,Diesel 10ppm Premiums vs MOPS 10ppm,Singapore,Spot,2020,month,7,bbl,0.2
